id,name,team,minutes_average,passes_accuracy,take_ons_accuracy,challenges_accuracy,tackles_accuracy,shots_accuracy,saves_accuracy,external_id,matches_played,starts,minutes,progressive_carries,progressive_passes,progressive_passes_received,touches,carries,miscontrols,dispossessed,passes_completed,passes_attempted,take_ons_attempted,successful_take_ons,tackles,tackles_won,blocks,shots_blocked,passes_blocked,interceptions,clearances,recoveries,dribblers_challenged,challenges_lost,errors,shot_creating_actions,goal_creating_actions,shots_total,shots_on_target,expected_goals,expected_assists,key_passes,carries_into_final_third,offsides,gk_shots_on_target_against,gk_saves
494,James Maddison,Spurs,58.35,81.29,42.68,30.65,60.61,43.37,0,ee38d9c5,31,21,1809,0.96,3.49,2.02,31.15,21.83,0.49,0.53,21.72,26.72,1.64,0.7,0.66,0.4,0.32,0.09,0.23,0.26,0.4,1.62,0.62,0.43,0.02,2.02,0.38,0.83,0.36,0.12,0.13,0.87,0.83,0.09,0,0
495,Pedro Porro,Spurs,79.09,73.19,35.19,57.21,74.16,20.95,0,27d0a506,33,28,2610,1.76,4.16,2.95,60.46,32.08,0.68,0.49,37.43,51.14,1.08,0.38,1.78,1.32,1.19,0.46,0.73,0.97,2.27,4.11,2.08,0.89,0.05,2.92,0.22,1.05,0.22,0.04,0.12,1.54,1.16,0.03,0,0
496,Sergio Reguilón,Spurs,49,68.4,33.72,39.44,75.44,0,0,3353737a,4,1,196,0.71,1.86,1.71,23.86,12.57,0.29,0.14,13.29,19.43,0.86,0.29,0.57,0.43,1,0,1,0.57,1.14,2,0.71,0.43,0,0.14,0,0.29,0,0.01,0.04,0.14,0.29,0,0,0
497,Richarlison de Andrade,Spurs,33.6,60.08,5,0,66.67,42.86,0,fa031b34,15,4,504,0.2,0.28,0.55,4.32,2.22,0.22,0.2,1.55,2.58,0.4,0.02,0.12,0.08,0.02,0.02,0,0,0.2,0.28,0.08,0.08,0,0.2,0.02,0.42,0.18,0.09,0.02,0.1,0.2,0.08,0,0
498,Cristian Romero,Spurs,78.67,89.45,25,70,82.86,50,0,a3d94a58,18,18,1416,0.6,3.55,0.15,68.85,44.8,0.5,0.25,54.7,61.15,0.2,0.05,1.75,1.45,0.9,0.15,0.75,1.05,2.85,4.5,1.5,0.45,0.1,1,0.2,0.8,0.4,0.08,0.04,0.35,0.9,0.1,0,0
499,Pape Matar Sarr,Spurs,53.14,86.41,36,47.62,73.17,38.6,0,feb5d972,36,22,1913,0.55,1.47,0.88,20.88,12.87,0.48,0.37,14.82,17.15,0.5,0.18,0.82,0.6,0.43,0.17,0.27,0.5,0.42,1.92,0.42,0.22,0.02,0.75,0.12,0.57,0.22,0.06,0.01,0.25,0.62,0.03,0,0
500,Dane Scarlett,Spurs,39.6,62.7,35.29,0,0,59.26,0,21945a9e,20,7,792,0.16,0.18,0.84,4.84,2.89,0.84,0.4,1.53,2.44,0.51,0.18,0.07,0,0,0,0,0.13,0.18,0.47,0.11,0.11,0,0.22,0.02,0.27,0.16,0.02,0.01,0.09,0.18,0.24,0,0
503,Son Heung-min,Spurs,70.33,78.92,34.86,18.31,53.33,43.45,0,92e7e919,30,24,2110,2.53,2.92,6.97,29.84,20.03,0.66,0.84,19.21,24.34,2.18,0.76,0.45,0.24,0.29,0,0.29,0.13,0.45,2.24,0.71,0.58,0.03,3.08,0.39,1.45,0.63,0.19,0.13,1.32,1.29,0.32,0,0
504,Djed Spence,Spurs,71.68,85.45,50.2,76.29,72.37,31.25,0,9bc9a519,25,19,1792,1.9,3.39,2.26,46.06,25.61,0.9,1.06,32,37.45,2.45,1.23,1.52,1.1,0.9,0.29,0.61,0.68,2.39,3.52,0.97,0.23,0.06,0.94,0.16,0.32,0.1,0.02,0.05,0.35,1.42,0.06,0,0
505,Destiny Udogie,Spurs,76.96,87.18,40.91,68.67,62.55,17.65,0,7cd520e8,25,24,1924,1.86,4.17,3.24,47.45,26.14,1.28,0.66,33.52,38.45,1.1,0.45,2.59,1.62,1.38,0.21,1.17,0.76,1.24,3.83,1.66,0.52,0.03,1.24,0.1,0.17,0.03,0.01,0.04,0.55,1.38,0.1,0,0
506,Micky van de Ven,Spurs,78.08,90.89,50.88,57,60.56,32.56,0,8fe2a392,13,12,1015,0.57,3.64,0.07,63.93,44.29,0.36,0.36,52.07,57.29,0.57,0.29,0.71,0.43,0.86,0.57,0.29,0.71,2.79,4.5,1,0.43,0.07,0.79,0.14,0.43,0.14,0.04,0.05,0.14,0.71,0,0,0
508,Guglielmo Vicario,Spurs,90,87.4,100,0,0,0,65.65,77d6fd4d,24,24,2160,0,0.04,0,38.67,27.54,0,0,31.83,36.42,0.04,0.04,0,0,0,0,0,0.04,0.58,1.33,0,0,0.25,0.17,0,0,0,0,0,0,0,0,4.25,2.79
509,Timo Werner,Spurs,28.67,66.98,52.94,21.74,63.64,35.71,0,49fe9070,18,4,516,0.75,0.54,1.59,5.32,3.84,0.25,0.11,2.82,4.21,0.34,0.18,0.11,0.07,0.18,0.02,0.16,0.02,0.12,0.32,0.23,0.18,0,0.32,0.05,0.14,0.05,0.02,0.03,0.18,0.43,0.09,0,0
610,Mikey Moore,Spurs,62.5,0,0,0,0,0,0,00953a9d,2,2,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Wilson Odobert,Spurs,53.13,77.34,36.97,57.69,36.54,31.25,0,35516eac,16,9,850,1.67,1,2.44,14.11,9.81,0.78,0.63,7.85,10.15,1.19,0.44,0.52,0.19,0.22,0,0.22,0.15,0.19,1.26,0.52,0.22,0.04,0.59,0.04,0.48,0.15,0.06,0.03,0.22,0.93,0.04,0,0
699,Alfie Dorrington,Spurs,71.25,0,0,0,0,35,0,ac1ef440,12,8,855,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0.8,0,0,0,0,0,0,0,0.2,0.07,0,0,0,0,0.07,0,0
716,Antonín Kinsky,Spurs,90,76.94,0,100,34,0,71.86,b38ac6a4,6,6,540,0.17,0.17,0,39.5,24,0,0,27.83,36.17,0,0,0.5,0.17,0,0,0,0,1.5,1,0.17,0,0.17,0.17,0,0,0,0,0,0.17,0,0,5.33,3.83
767,Kevin Danso,Spurs,84.2,86.49,66.67,54.55,71.43,42.86,0,6e33125f,10,9,842,1.1,1.9,0.1,67.6,44.8,0.8,0.3,48,55.5,0.3,0.2,0.7,0.5,1.5,1.4,0.1,0.6,7.1,2.7,1.1,0.5,0.1,0.9,0.2,0.7,0.3,0.04,0.01,0.2,0.5,0,0,0
768,Mathys Tel,Spurs,70.08,69.55,28.4,38.27,38,36.23,0,829aa60c,13,11,911,1.75,1.31,4.5,25.88,16.62,1.75,0.94,11.56,16.62,3.31,0.94,1,0.38,0.5,0.06,0.44,0.12,0.5,2.38,0.81,0.5,0.12,1.75,0.12,1.38,0.5,0.19,0.09,0.88,1.44,0.06,0,0
123,Evan Ferguson,West Ham,19.5,75.73,57.14,0,37.5,21.43,0,4596da74,8,1,156,0.03,0.03,0.19,1.83,0.86,0.22,0.14,0.78,1.03,0.14,0.08,0.08,0.03,0.06,0.03,0.03,0.03,0.03,0.22,0,0,0,0.11,0,0.14,0.03,0.02,0.01,0.06,0.03,0,0,0
388,Aaron Wan-Bissaka,West Ham,87.61,81.1,52.51,71.91,70.1,31.82,0,9e525177,36,35,3154,3.06,4.14,4.64,62.67,30.33,0.97,0.61,40.89,50.42,3.39,1.78,1.94,1.36,1.03,0.31,0.72,1.83,3.47,4.83,0.89,0.25,0,2.58,0.28,0.44,0.14,0.03,0.08,0.92,1.81,0.14,0,0
511,Edson Álvarez,West Ham,63.29,85.85,42.35,48.89,53.91,9.68,0,8b3ab7ad,28,20,1772,0.62,2.18,0.46,31.77,17.62,0.69,0.38,22.08,25.72,0.85,0.36,1.28,0.69,0.59,0.21,0.38,0.46,1.18,2.26,0.9,0.46,0.03,0.72,0.05,0.31,0.03,0.01,0.02,0.31,0.56,0.1,0,0
512,Michail Antonio,West Ham,59.71,60.67,33.33,64.29,100,21.11,0,ac05f970,14,11,836,1.38,0.86,2.81,14.1,8.24,1.67,0.9,5.43,8.95,1.29,0.43,0.1,0.1,0.29,0,0.29,0,0.1,1.05,0.14,0.05,0,1.05,0.19,0.9,0.19,0.1,0.04,0.43,0.62,0.19,0,0
513,Alphonse Areola,West Ham,86.92,69.56,0,66.67,100,0,66.97,2f965a72,26,25,2260,0,0.04,0,40.35,23.12,0,0,26.46,38.04,0,0,0.08,0.08,0,0,0,0,0.58,1.12,0.12,0.04,0.12,0.12,0,0,0,0,0,0,0,0,4.42,2.96
514,Jarrod Bowen,West Ham,87.44,71.67,33.77,47.46,62.81,41.9,0,79c84d1c,34,34,2973,3.21,2.68,6.24,36.82,21.79,2.06,2.26,17.18,23.97,3.82,1.29,1.21,0.76,0.65,0.12,0.53,0.47,0.74,3.79,1.18,0.62,0,3.32,0.44,2.53,1.06,0.25,0.19,1.5,1.35,0.29,0,0
516,Vladimír Coufal,West Ham,48.5,78.6,31.58,45.45,69.09,27.78,0,fdf3cb77,22,11,1067,0.65,0.98,0.82,18.4,7.45,0.3,0.2,11.75,14.95,0.38,0.12,0.55,0.38,0.32,0.28,0.05,0.2,0.98,0.98,0.55,0.3,0.02,0.45,0.02,0.18,0.05,0.01,0.02,0.2,0.25,0,0,0
517,Aaron Cresswell,West Ham,45.78,82.62,50,80.65,64.52,0,0,4f974391,18,10,824,0.17,1.03,0.11,19.63,8.31,0.11,0,14.4,17.43,0.06,0.03,0.31,0.2,0.26,0.11,0.14,0.23,1.06,1.03,0.31,0.06,0,0.43,0,0.14,0,0.01,0.05,0.26,0.23,0,0,0
520,Emerson Palmieri dos Santos,West Ham,68.16,79.94,33.33,56.67,52,45,0,e0bc6fdc,31,26,2113,1.18,1.65,2.08,33.12,13.88,0.6,0.18,21.52,26.92,0.75,0.25,1.5,0.78,0.8,0.2,0.6,0.52,1.48,2.1,1.2,0.52,0,1.02,0.05,0.4,0.18,0.05,0.06,0.4,0.62,0,0,0
521,Łukasz Fabiański,West Ham,82.86,67.06,100,0,0,0,70.4,9328b835,14,13,1160,0,0,0,35.33,19,0,0,22.13,33,0.2,0.2,0,0,0,0,0,0,0.33,0.33,0.07,0.07,0.07,0.2,0,0,0,0,0,0,0,0,4.73,3.33
523,Danny Ings,West Ham,18.93,68.46,60,25,50,35,0,07802f7f,15,1,284,0.08,0.07,0.41,1.96,0.89,0.08,0.08,0.89,1.3,0.1,0.06,0.06,0.03,0.07,0,0.07,0.01,0.06,0.13,0.04,0.03,0,0.17,0.03,0.2,0.07,0.03,0,0.08,0,0,0,0
524,Max Kilman,West Ham,88.11,86.67,72.41,84.51,61.17,14.71,0,d0f72bf1,38,38,3348,0.82,2.97,0.16,62.47,33.42,0.45,0.11,44.66,51.53,0.58,0.42,1.03,0.63,1.53,1.05,0.47,1,5.58,3.84,0.71,0.11,0.16,0.84,0.13,0.34,0.05,0.04,0.03,0.42,0.37,0.05,0,0
525,Mohammed Kudus,West Ham,80.94,83.63,44.28,36.36,60.55,28.04,0,b62878a5,32,31,2590,2.8,2.26,6.17,36.4,24.06,2.2,2.66,20.43,24.43,5.94,2.63,1.09,0.66,0.69,0.03,0.66,0.11,0.23,3.94,0.77,0.49,0.06,3.06,0.29,2.14,0.6,0.2,0.08,0.89,1.69,0.51,0,0
526,Luis Guilherme Lira dos Santos,West Ham,12.5,85.9,53.33,0,0,20,0,b7672d43,12,1,150,0.05,0.06,0.19,1.15,0.59,0.05,0.03,0.67,0.78,0.15,0.08,0.01,0,0.08,0,0.08,0.03,0.02,0.08,0.03,0.03,0,0.12,0,0.05,0.01,0,0,0.03,0.03,0,0,0
527,Lucas Tolentino Coelho de Lima,West Ham,72.12,77.33,44.35,49.25,55.9,7.37,0,9b6f7fd5,33,27,2380,0.63,3.78,2.07,43.8,22.46,1.32,1.24,27.46,35.51,1.15,0.51,1.61,0.9,0.71,0.1,0.61,0.44,0.9,3.63,1.34,0.68,0.15,2,0.15,0.95,0.07,0.13,0.08,0.88,0.83,0.15,0,0
528,Konstantinos Mavropanos,West Ham,61.97,86.32,52.78,59.65,68.92,28.95,0,00963611,33,21,2045,0.36,1.3,0.04,32.6,18.38,0.26,0,23.23,26.91,0.36,0.19,0.74,0.51,0.53,0.38,0.15,0.85,2.68,1.64,0.57,0.23,0.02,0.34,0,0.38,0.11,0.03,0.01,0.11,0.21,0.06,0,0
530,Tomáš Souček,West Ham,73.34,73.78,48.28,59.05,45.45,30.53,0,6613c819,35,30,2567,0.21,1.76,1.62,30.48,12.05,0.48,0.36,17.02,23.07,0.29,0.14,1.1,0.5,0.98,0.5,0.48,0.48,2.02,1.5,1.05,0.43,0.02,1.05,0.07,1.31,0.4,0.16,0.03,0.33,0.29,0.1,0,0
531,James Ward-Prowse,West Ham,44.44,79.72,0,100,27.27,54.55,0,3515d404,9,5,400,0.06,0.89,0.17,11.39,5.11,0.17,0.17,8.06,10.11,0,0,0.22,0.06,0.17,0.11,0.06,0.28,0.44,1.06,0.11,0,0,0.56,0.11,0.11,0.06,0.01,0.04,0.22,0.17,0,0,0
576,Andy Irving,West Ham,16.6,87.83,100,22.22,53.85,57.14,0,b1be9fc0,10,1,166,0,0.17,0.07,2.78,1.35,0.02,0.06,2.02,2.3,0.02,0.02,0.13,0.07,0.09,0.02,0.07,0.02,0.09,0.19,0.09,0.07,0,0.09,0,0.07,0.04,0,0,0.02,0.02,0,0,0
587,Crysencio Summerville,West Ham,41.37,76.29,33.68,31.82,53.13,29.41,0,df04eb4b,19,7,786,0.71,0.44,1.73,9.07,5.05,0.49,0.39,4.73,6.2,0.95,0.32,0.32,0.17,0.32,0.1,0.22,0,0.17,0.93,0.22,0.15,0,0.85,0.02,0.34,0.1,0.04,0.04,0.41,0.37,0.1,0,0
588,Guido Rodríguez,West Ham,49.96,84.37,46.67,51.25,52.27,10,0,34e393f2,23,16,1149,0.1,0.8,0.17,17.29,7.98,0.1,0.17,11.71,13.88,0.15,0.07,0.88,0.46,0.56,0.22,0.34,0.32,0.85,1.29,0.8,0.39,0.02,0.29,0.02,0.2,0.02,0,0,0.1,0.12,0.05,0,0
589,Niclas Füllkrug,West Ham,43.89,67.09,13.64,72.73,72.73,43.18,0,4f16405e,18,6,790,0.19,0.39,0.86,7.69,3.42,0.5,0.19,3.69,5.5,0.22,0.03,0.11,0.08,0.03,0,0.03,0.03,0.44,0.5,0.11,0.03,0,0.61,0.06,0.44,0.19,0.06,0.01,0.39,0.11,0.28,0,0
591,Jean-Clair Todibo,West Ham,67.59,87.9,56.52,71.84,59.7,0,0,88f130ed,27,20,1825,0.26,1.09,0.14,37.06,21.71,0.4,0.31,27.17,30.91,0.46,0.26,1.34,0.8,0.71,0.37,0.34,0.74,2.37,2.26,1.03,0.29,0.09,0.14,0,0.14,0,0.01,0,0.06,0.14,0,0,0
643,Kaelan Casey,West Ham,85.73,0,0,0,0,0,0,cd4b2c5f,11,11,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,Carlos Soler,West Ham,45.45,85.14,43.33,31.58,69.23,31.71,0,fed17f5a,31,14,1409,0.28,0.92,0.61,13.02,6.02,0.23,0.23,9.34,10.97,0.3,0.13,0.26,0.18,0.31,0.1,0.21,0.13,0.34,1.05,0.38,0.26,0.03,0.84,0.03,0.41,0.13,0.03,0.03,0.3,0.28,0,0,0
677,Ollie Scarles,West Ham,80.14,0,0,0,0,0,0,242e5e6d,7,6,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,Lewis Orford,West Ham,88.71,0,0,0,0,0,0,40aaa04c,17,17,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Sam Johnstone,Wolves,90,66.2,0,0,0,0,59.07,9e5708be,7,7,630,0,0,0,43.71,28,0,0,26.29,39.71,0,0,0,0,0,0,0,0,1,1.29,0.14,0.14,0,0.29,0,0,0,0,0,0.14,0,0,5.57,3.29
533,Rayan Aït-Nouri,Wolves,84.03,84.18,46.15,61.45,64.04,28.26,0,9b398aea,37,37,3109,2.28,2.77,4.51,55.08,28.95,1.33,1.21,37.15,44.13,3.51,1.62,2.28,1.46,1.08,0.15,0.92,0.67,1.92,3.72,1.79,0.69,0.05,2.33,0.31,0.92,0.26,0.07,0.1,1.18,1.59,0.15,0,0
534,Boubacar Traoré,Wolves,38.5,0,0,0,0,0,0,999ceb5f,2,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,Jean-Ricner Bellegarde,Wolves,47.91,79.28,23.4,70.97,61.67,23.53,0,10f0fdd3,35,20,1677,0.8,0.66,1.37,12.97,8.12,0.65,0.45,7.31,9.22,0.94,0.22,0.6,0.37,0.29,0.05,0.25,0.15,0.28,0.95,0.31,0.09,0.02,0.88,0.17,0.34,0.08,0.02,0.04,0.42,0.58,0.02,0,0
536,Daniel Bentley,Wolves,90,75.38,0,0,0,0,66.67,68db6358,2,2,180,0,0,0,34.5,19.5,0,0,24.5,32.5,0,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4
541,Matheus Santos Carneiro Da Cunha,Wolves,78.7,71.59,44.59,33.33,57.28,40.07,0,dc62b55d,33,29,2597,3.03,3.89,4.35,42.19,24.43,2.16,1.49,21.92,30.62,3.7,1.65,1.03,0.59,0.57,0.03,0.54,0.46,0.62,3.38,1.05,0.7,0,3.57,0.43,2.97,1.19,0.23,0.14,1.51,2.57,0.22,0,0
542,Craig Dawson,Wolves,64.73,86.58,20,80,20,20,0,3e9e06cb,15,10,971,0.3,1,0.25,33.55,19.5,0.1,0,24.2,27.95,0.25,0.05,0.75,0.15,0.8,0.55,0.25,0.45,2.6,1.75,0.75,0.15,0.05,0.35,0.1,0.25,0.05,0.02,0,0.1,0.05,0.1,0,0
543,Matt Doherty,Wolves,70.3,82.81,52.73,68.18,55,30.77,0,d557d734,30,25,2109,0.76,2.08,1.08,40.37,21.71,0.29,0.13,28.37,34.26,0.55,0.29,1,0.55,0.74,0.39,0.34,0.58,2.68,2.79,0.66,0.21,0.08,0.66,0.08,0.26,0.08,0.03,0.03,0.32,0.53,0.05,0,0
544,Tommy Doyle,Wolves,20.33,81.89,62.5,42.86,60,25,0,5526deb1,24,3,488,0.06,0.38,0.04,4.37,2.45,0.08,0.04,3.03,3.7,0.08,0.05,0.1,0.06,0.1,0.05,0.06,0.05,0.1,0.41,0.14,0.08,0.01,0.16,0.03,0.08,0.02,0.01,0,0.07,0.03,0,0,0
548,Gonçalo Manuel Ganchinho Guedes,Wolves,34.31,74.29,32.43,23.81,33.33,30.56,0,e6bc67d7,29,10,995,0.54,0.53,1.04,6.37,4,0.5,0.24,3.41,4.59,0.37,0.12,0.21,0.07,0.14,0,0.14,0.07,0.05,0.47,0.21,0.16,0,0.39,0.11,0.36,0.11,0.04,0.01,0.18,0.36,0.04,0,0
550,Hwang Hee-chan,Wolves,31.48,81.47,13.04,30,70,62.5,0,169fd162,21,5,661,0.25,0.2,0.7,4.52,2.65,0.23,0.17,2.77,3.4,0.23,0.03,0.1,0.07,0.15,0,0.15,0.03,0.18,0.47,0.1,0.07,0,0.15,0.02,0.08,0.05,0.01,0,0.05,0.08,0,0,0
553,João Victor Gomes da Silva,Wolves,82.61,85.01,46.11,43.62,61.28,20,0,8b57ad2c,36,35,2974,1.51,4.23,1.95,51.23,27.15,1.1,1.31,35.38,41.62,1.67,0.77,2.97,1.82,1.08,0.1,0.97,0.64,0.85,5.13,2.82,1.59,0,1.72,0.1,0.9,0.18,0.07,0.05,0.59,1.31,0.03,0,0
554,José Malheiro de Sá,Wolves,89.97,64.06,100,100,100,0,59.06,903b6e8b,29,29,2609,0,0.07,0,33.97,21.72,0.03,0,20.41,31.86,0.28,0.28,0.07,0.07,0,0,0,0,0.52,1.28,0.07,0,0.03,0.17,0,0,0,0,0,0.1,0,0,4.03,2.38
556,Tom King,Wolves,89.97,64.06,100,100,100,0,59.06,903b6e8b,29,29,2609,0,0.07,0,33.97,21.72,0.03,0,20.41,31.86,0.28,0.28,0.07,0.07,0,0,0,0,0.52,1.28,0.07,0,0.03,0.17,0,0,0,0,0,0.1,0,0,4.03,2.38
557,Mario Lemina,Wolves,66.67,0,0,0,0,33.33,0,2b471f99,12,9,800,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0.81,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0.06,0,0
558,Yerson Mosquera,Wolves,88.2,85.42,0,64.29,63.64,0,0,1e159d70,5,5,441,0,1.4,0,58.8,33.6,0.8,0.2,41,48,0,0,2.2,1.4,2.6,2,0.6,2,2.8,4.8,2.8,1,0,1,0,0.4,0,0.06,0,0.4,0.2,0.2,0,0
559,Nélson Cabral Semedo,Wolves,75,0,0,0,0,0,0,d04b94db,1,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Pedro Cardoso de Lima,Wolves,23.33,73.91,33.33,33.33,0,100,0,b2f4cad5,3,1,70,0.36,0.36,1,4.36,2,0.09,0,2.55,3.45,0.27,0.09,0.09,0,0,0,0,0.18,0.45,0.27,0.27,0.18,0,0.36,0,0.09,0.09,0.01,0.01,0.18,0.27,0.09,0,0
562,Daniel Castelo Podence,Wolves,24,68.56,100,0,0,0,0,7fcc71d8,2,0,48,0.14,0.29,0.43,2.86,1.86,0,0,1.57,2.29,0.29,0.29,0,0,0,0,0,0,0,0.14,0.14,0.14,0,0,0,0.14,0,0,0,0,0.14,0,0,0
563,Rodrigo Martins Gomes,Wolves,32.4,68.53,31.82,56.67,66.67,40,0,8dcf77c0,25,7,810,0.33,0.39,1.17,6.04,3.14,0.3,0.13,3.07,4.48,0.22,0.07,0.33,0.22,0.12,0.01,0.1,0.1,0.29,0.41,0.3,0.13,0.01,0.32,0.01,0.1,0.04,0.01,0.01,0.17,0.26,0,0,0
564,Santiago Bueno,Wolves,58.17,87.98,0,78,51.61,50,0,edc98fac,29,18,1687,0.02,0.64,0.02,23.3,12.61,0.05,0.05,16.84,19.14,0.09,0,0.93,0.48,0.82,0.48,0.34,0.34,1.59,0.98,0.5,0.11,0,0.27,0.09,0.14,0.07,0.01,0,0,0.05,0,0,0
565,Pablo Sarabia,Wolves,35.39,69.23,38.46,64.29,50,48.28,0,9744ff80,23,7,814,0.26,1.03,1.07,9.52,5.6,0.38,0.24,5.31,7.67,0.26,0.1,0.28,0.14,0.17,0,0.17,0.07,0.12,0.59,0.28,0.1,0.02,0.48,0.09,0.29,0.14,0.05,0.03,0.26,0.26,0.09,0,0
566,Jørgen Strand Larsen,Wolves,73.91,64.52,39.58,14.06,58.33,61.24,0,f553b2b3,35,30,2587,0.4,0.69,2.67,17.52,8.21,2.14,0.81,7.02,10.88,0.48,0.19,0.24,0.14,0.45,0.1,0.36,0.14,0.69,1,0.64,0.55,0,1,0.14,1.29,0.79,0.25,0.02,0.5,0.33,0.38,0,0
567,Toti António Gomes,Wolves,84.32,85.95,62.89,80.58,70.27,28.57,0,f0caab96,31,30,2614,0.82,2.61,0.55,61.42,36.52,0.61,0.45,44.64,51.94,0.97,0.61,1.85,1.3,0.88,0.52,0.36,0.76,4.61,3.52,1.39,0.27,0.15,0.64,0.03,0.21,0.06,0.02,0.02,0.27,0.61,0.12,0,0
642,André Trindade da Costa Neto,Wolves,74.91,92.91,50,58.64,60.52,11.54,0,ec604e2c,33,31,2472,0.26,2.79,0.28,41.62,23.38,0.77,0.54,31.97,34.41,0.82,0.41,2.33,1.41,1.08,0.21,0.87,0.95,0.77,4.97,1.62,0.67,0.03,1.26,0.08,0.26,0.03,0.01,0.02,0.46,0.44,0,0,0
655,Carlos Roberto Forbs Borges,Wolves,23.9,65.85,59.38,68.75,63.64,0,0,8a310070,10,1,239,0.27,0.22,0.76,3.27,2.03,0.19,0.11,1.62,2.46,0.32,0.19,0.22,0.14,0.08,0,0.08,0.03,0.05,0.3,0.16,0.05,0.03,0.14,0.03,0.05,0,0,0,0.03,0.08,0,0,0
664,Alfie Pond,Wolves,80,0,0,0,0,0,0,039c3d96,11,11,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Emmanuel Agbadou,Wolves,88.13,85.42,76.54,64.8,63.3,27.27,0,75f1ed80,16,16,1410,0.38,1.94,0.12,73.25,47.38,0.38,0.25,53.44,62.56,0.81,0.62,1.88,1.19,1.19,0.81,0.38,0.75,5.62,5.19,1.25,0.44,0,1.06,0.19,0.44,0.12,0.05,0.02,0.25,0.25,0.06,0,0
769,Nasser Djiga,Wolves,13.2,83.69,0,0,0,0,0,1a7a4d84,5,1,66,0,0.09,0.06,1.71,0.94,0.03,0.06,1.18,1.41,0,0,0,0,0,0,0,0.06,0.12,0.06,0.03,0.03,0.03,0,0,0,0,0,0,0,0.03,0,0,0
770,Marshall Munetsi,Wolves,77,71.7,27.54,56.94,41.33,31.88,0,2acf0cd7,14,12,1078,0.56,0.62,2.19,22.75,9.25,2,0.75,9.5,13.25,0.69,0.19,1.5,0.62,0.88,0.06,0.81,0.38,1.12,2.19,1.44,0.62,0,1.31,0.06,1.38,0.44,0.21,0.07,0.56,0.25,0.19,0,0
784,Mateus Mané,Wolves,25,0,0,0,0,0,0,c15cb409,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
