id,name,team,minutes_average,passes_accuracy,take_ons_accuracy,challenges_accuracy,tackles_accuracy,shots_accuracy,saves_accuracy,external_id,matches_played,starts,minutes,progressive_carries,progressive_passes,progressive_passes_received,touches,carries,miscontrols,dispossessed,passes_completed,passes_attempted,take_ons_attempted,successful_take_ons,tackles,tackles_won,blocks,shots_blocked,passes_blocked,interceptions,clearances,recoveries,dribblers_challenged,challenges_lost,errors,shot_creating_actions,goal_creating_actions,shots_total,shots_on_target,expected_goals,expected_assists,key_passes,carries_into_final_third,offsides,gk_shots_on_target_against,gk_saves
251,Rodrigo Muniz Carvalho,Fulham,31.1,64.38,35,100,54.55,47.73,0,a755db8c,31,8,964,0.07,0.3,0.35,3.49,1.76,0.53,0.27,1.03,1.6,0.2,0.07,0.11,0.06,0.1,0.02,0.08,0.06,0.16,0.16,0.04,0,0,0.19,0.02,0.44,0.21,0.07,0,0.08,0.04,0.03,0,0
252,Raúl Jiménez,Fulham,65.63,71.22,41.67,35.71,68.66,32.4,0,b561db50,38,30,2494,0.67,1.19,2.4,19.21,10.56,1.42,0.87,8.81,12.37,0.96,0.4,0.67,0.46,0.4,0.1,0.31,0.19,0.44,1.54,0.42,0.27,0.06,1.27,0.13,1.79,0.58,0.23,0.04,0.46,0.46,0.29,0,0
254,Harrison Reed,Fulham,9,69.57,0,0,40,100,0,803ae100,12,0,108,0.01,0.03,0.06,0.65,0.26,0.02,0.02,0.32,0.46,0.02,0,0.05,0.02,0.01,0,0.01,0.01,0.02,0.08,0.02,0.02,0,0.01,0,0.02,0.02,0,0,0.01,0.01,0,0,0
255,Antonee Robinson,Fulham,87.97,76.83,45.89,47.35,64.02,13.64,0,289601e6,36,35,3167,3.28,3.64,7.61,70.08,37.31,1.22,0.56,44.31,57.67,2.31,1.06,2.64,1.69,1.19,0.25,0.94,1.72,3.69,4.36,2.64,1.39,0.06,2.22,0.31,0.44,0.06,0.02,0.11,1.19,1.69,0.19,0,0
256,Jay Stansfield,Fulham,72.51,0,0,0,0,38.84,0,b2626673,37,31,2683,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0.13,0,0,0,0,0,0,0,2.24,0.87,0,0,0,0,0.27,0,0
257,Kenny Tete,Fulham,80.64,80.77,45.78,60.76,67.81,8,0,77d7c96f,22,21,1774,1.42,2.62,2.25,50.21,25.46,0.71,0.42,32.17,39.83,0.83,0.38,2.33,1.58,1.29,0.5,0.79,1.33,2.79,3.08,1.58,0.62,0,1.5,0.17,1,0.08,0.06,0.03,0.38,0.88,0.04,0,0
258,Carlos Vinícius Alves Morais,Fulham,5.33,33.33,100,0,0,100,0,8b529245,3,0,16,0.02,0,0.06,0.14,0.14,0.02,0,0.02,0.06,0.02,0.02,0,0,0.02,0,0.02,0,0,0,0.02,0.02,0,0.04,0,0.02,0.02,0,0,0,0,0,0,0
259,Harry Wilson,Fulham,46.48,73.25,38,68.42,69.05,38.89,0,c6dc9ecd,25,12,1162,0.46,1.06,2,12.46,7.12,0.4,0.12,6.79,9.27,0.5,0.19,0.42,0.29,0.31,0.02,0.29,0.15,0.21,1.15,0.38,0.12,0.02,0.92,0.06,0.9,0.35,0.09,0.02,0.42,0.38,0.02,0,0
579,Ryan Sessegnon,Fulham,36.25,78.48,38.89,45.1,47.83,58.33,0,6aa3e78b,16,7,580,0.46,0.56,1.51,9.31,4.62,0.49,0.21,4.85,6.18,0.54,0.21,0.69,0.33,0.33,0.03,0.31,0.08,0.46,0.77,0.51,0.28,0,0.62,0.1,0.36,0.21,0.04,0.03,0.31,0.36,0.03,0,0
586,Jorge Cuenca Barreno,Fulham,43.88,83.81,100,38,31.58,0,0,0abc51f2,8,4,351,0,0.62,0,13.38,5.56,0.12,0,9.06,10.81,0.12,0.12,0.38,0.12,0.25,0.25,0,0.12,1.62,0.62,0.5,0.31,0,0.06,0,0.06,0,0,0,0,0.06,0,0,0
604,Josh King,Fulham,16.25,84.83,50,0,68.75,0,0,86109b3b,8,1,130,0.07,0.2,0.36,1.98,1,0.02,0.14,1.23,1.45,0.18,0.09,0.16,0.11,0.07,0,0.07,0.02,0.02,0.11,0.07,0.07,0,0.18,0.05,0.07,0,0.01,0.02,0.07,0.09,0,0,0
605,Martial Godo,Fulham,12,70.8,25.93,0,0,0,0,e0eea46f,2,0,24,0.13,0.2,0.4,1.67,1.2,0,0,0.8,1.13,0.27,0.07,0,0,0.07,0,0.07,0.07,0,0.07,0,0,0,0.07,0,0,0,0,0.01,0.07,0,0,0,0
622,Sander Berge,Fulham,71.74,91.46,54.72,68.93,59.85,37.5,0,d0b6129f,31,26,2224,0.76,3.26,0.24,36.42,21.16,0.39,0.42,28.71,31.39,0.53,0.29,1.32,0.79,0.71,0.21,0.5,0.55,1,3.32,1.03,0.32,0.03,1.26,0.05,0.08,0.03,0.01,0.02,0.47,0.66,0,0,0
772,Willian Borges da Silva,Fulham,54.83,0,0,0,0,0,0,8b9ebd03,6,2,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Julio Enciso,Ipswich,66.85,68.95,45.36,36.92,74.65,34.57,0,9cfbad36,13,12,869,1.35,1.65,2.59,23.88,12.06,1.41,1.76,10.06,14.59,3.88,1.76,0.71,0.53,0.47,0.06,0.41,0.06,0.35,2.53,0.65,0.41,0,1.71,0.24,1.88,0.65,0.1,0.06,0.76,1.47,0,0,0
260,Ali Al-Hamadi,Ipswich,12.18,83.78,55.56,0,0,0,0,8450467d,11,0,134,0.05,0.04,0.17,0.65,0.36,0.09,0.05,0.31,0.37,0.09,0.05,0.01,0,0,0,0,0,0.02,0.05,0.02,0.02,0,0.1,0,0.05,0,0,0,0.02,0.04,0.01,0,0
262,Nathan Broadhead,Ipswich,39,78.06,49.4,24.14,45.45,62.5,0,43309491,18,7,702,0.49,0.34,0.8,7.73,4.24,0.46,0.37,4.34,5.56,0.83,0.41,0.22,0.1,0.2,0.02,0.17,0.1,0.12,0.78,0.29,0.22,0,0.54,0.05,0.32,0.2,0.04,0.03,0.17,0.39,0.05,0,0
263,Cameron Burgess,Ipswich,85.61,80.88,0,81.97,71.28,19.64,0,da61ca98,18,16,1541,0.11,2.33,0.22,54.56,23.89,0.17,0,34.78,43,0,0,0.94,0.67,1.11,0.83,0.28,0.78,7.11,2.44,0.61,0.11,0.17,0.78,0.17,0.56,0.11,0.06,0.02,0.39,0.22,0.06,0,0
265,Conor Chaplin,Ipswich,38.95,73.67,50,42.86,33.33,18.75,0,4ec55b87,22,10,857,0.26,0.58,0.46,7.8,3.58,0.24,0.1,4.7,6.38,0.16,0.08,0.3,0.1,0.16,0.02,0.14,0.08,0.06,0.54,0.28,0.16,0,0.44,0.02,0.32,0.06,0.03,0.01,0.16,0.18,0,0,0
266,Harry Clarke,Ipswich,78.67,75.93,74.63,57.26,59.88,51.52,0,a64f2573,6,6,472,1.17,3.5,1.83,50.83,23,1.17,0.17,30.5,40.17,0.67,0.5,1.67,1,1.33,0.83,0.5,0.67,3.83,1.5,1.17,0.5,0,2,0,0.33,0.17,0.03,0.05,1,1.33,0,0,0
267,Leif Davis,Ipswich,83.12,71.57,33.94,62.77,58.78,13.04,0,8574c61f,33,32,2743,1.49,1.69,3.91,44.63,20.23,1.06,0.46,26.26,36.69,1.09,0.37,1.31,0.77,0.71,0.23,0.49,0.71,2.2,3.23,1.37,0.51,0.09,2.66,0.11,0.46,0.06,0.03,0.13,1.74,0.89,0.14,0,0
268,Liam Delap,Ipswich,70.08,61.32,46.45,12.5,73.91,44.29,0,dd897ee7,37,32,2593,1.3,0.64,2.34,14.51,9.47,2.21,1.28,4.66,7.6,1.83,0.85,0.23,0.17,0.17,0,0.17,0.04,0.6,1.45,0.32,0.28,0,1.32,0.15,1.4,0.62,0.2,0.03,0.45,0.98,0.3,0,0
269,George Edmundson,Ipswich,87.08,89.65,48,73.42,78.13,17.39,0,46ff3923,24,24,2090,0.71,3.79,0.04,71.58,43.25,0.38,0.08,55.96,62.42,0.25,0.12,0.96,0.75,0.71,0.42,0.29,0.92,5.04,4.04,0.79,0.21,0.12,0.54,0.08,0.46,0.08,0.1,0.01,0.12,0.62,0.08,0,0
270,Jacob Greaves,Ipswich,88.2,85.82,66.67,62.86,52.5,40,0,1f169636,25,25,2205,0.44,2.76,0.44,56.16,24.76,0.4,0.08,38.48,44.84,0.24,0.16,1.6,0.84,1.64,1.04,0.6,0.84,5.92,2.44,1.4,0.52,0.12,0.8,0.04,0.4,0.16,0.05,0.01,0.2,0.44,0.04,0,0
271,Marcus Myers-Harness,Ipswich,57.46,59.93,38,51.43,53.19,25,0,90e9ca3d,41,26,2356,0.41,1.27,1.73,16.36,7,0.94,0.72,6.58,10.98,0.5,0.19,0.94,0.5,0.59,0.11,0.48,0.2,0.52,1.66,0.7,0.34,0,0.86,0.11,0.56,0.14,0.06,0.03,0.39,0.36,0.09,0,0
272,George Hirst,Ipswich,25.42,56.39,28.57,25,100,53.33,0,78e87179,26,5,661,0.1,0.14,0.34,2.04,1.1,0.23,0.17,0.75,1.33,0.07,0.02,0.03,0.03,0.01,0.01,0,0.02,0.11,0.13,0.04,0.03,0,0.1,0.03,0.15,0.08,0.02,0,0.04,0.02,0.03,0,0
274,Omari Giraud-Hutchinson,Ipswich,83.32,77.96,37.35,26.9,40.21,40.44,0,bd9553e6,31,30,2583,2.94,2.27,4.82,38.15,23.61,2.42,1.76,20.91,26.82,4.15,1.55,0.97,0.39,0.82,0.06,0.76,0.33,0.45,3.33,1.45,1.06,0.03,2.45,0.18,1.36,0.55,0.09,0.08,0.94,1.18,0.18,0,0
275,Ben Johnson,Ipswich,58.87,71.57,33.33,48.72,57.8,45,0,9319781b,23,14,1354,0.46,0.77,0.94,17.89,7.4,0.66,0.49,8.51,11.89,0.69,0.23,1.09,0.63,0.63,0.14,0.49,0.37,1.54,1.63,1.17,0.6,0.03,0.69,0.14,0.2,0.09,0.03,0.03,0.34,0.34,0.03,0,0
277,Massimo Luongo,Ipswich,18.27,76.23,0,60,64.71,0,0,967ac6e1,11,2,201,0,0.11,0.02,1.61,0.85,0.04,0.06,0.93,1.22,0,0,0.17,0.11,0.07,0.04,0.04,0.04,0.04,0.19,0.15,0.06,0,0,0,0,0,0,0,0,0,0,0,0
278,Sam Morsy,Ipswich,83.36,86.44,59.04,43.5,60.31,24.32,0,a23c0949,33,31,2751,0.63,3.43,0.37,48.09,24.34,0.49,0.37,35.69,41.29,0.83,0.49,1.94,1.17,0.97,0.37,0.6,0.83,1.34,4.49,1.77,1,0.14,1.46,0.06,0.37,0.09,0.01,0.04,0.69,0.69,0,0,0
281,Jack Taylor,Ipswich,26.88,82.95,40,44,47.37,22.22,0,48eed8d5,32,4,860,0.1,0.4,0.21,4.99,2.37,0.09,0.06,3.26,3.93,0.1,0.04,0.19,0.09,0.11,0.03,0.08,0.08,0.22,0.5,0.25,0.14,0,0.21,0.02,0.18,0.04,0.01,0.01,0.05,0.09,0,0,0
282,Axel Tuanzebe,Ipswich,77.73,83.78,40,65.38,61.29,0,0,2baec6ce,22,20,1710,0.4,2.44,0.6,38.84,16.08,0.44,0.04,27.28,32.56,0.4,0.16,1.24,0.76,0.84,0.4,0.44,0.92,2.24,1.96,1.04,0.36,0.04,0.76,0.08,0.16,0,0.01,0.01,0.2,0.28,0,0,0
283,Christian Walton,Ipswich,90,69.42,0,0,0,0,51.35,c666574f,7,7,630,0,0,0,38.86,20.43,0,0,25.29,36.43,0,0,0,0,0,0,0,0,0.29,0.86,0.14,0.14,0.14,0.29,0,0,0,0,0,0.14,0,0,5.57,2.86
284,Luke Woolfenden,Ipswich,79.13,88.26,0,37.93,66.04,0,0,e28e9bec,15,12,1187,0.41,0.88,0,40.82,21.65,0.24,0,29.18,33.06,0,0,0.53,0.35,1.24,0.82,0.41,1.12,4.47,2.24,0.29,0.18,0,0.12,0,0.06,0,0,0,0,0.18,0.06,0,0
359,Kalvin Phillips,Ipswich,65.11,79.14,41.3,38.67,54.07,19.05,0,4f565d77,19,14,1237,0.15,1.96,0.15,28.42,11.92,0.96,0.38,16.77,21.19,0.46,0.19,1.35,0.73,1.35,0.23,1.12,0.73,1.42,2.62,1.5,0.92,0.08,0.65,0.12,0.42,0.08,0.02,0.02,0.19,0.19,0,0,0
568,Arijanet Muric,Ipswich,90,71.71,0,0,0,0,66.91,99aa1a84,18,18,1620,0,0.06,0,38.28,22.5,0.17,0.06,25.22,35.17,0,0,0,0,0,0,0,0,0.56,1.44,0.11,0.11,0.28,0.06,0,0,0,0,0,0,0,0,5.56,3.72
569,Jaden Philogene,Ipswich,47.4,72.53,28,53.01,50,41.79,0,19f4d211,10,5,474,0.72,0.56,2,12.22,7.06,0.61,0.56,5.28,7.28,1,0.28,0.78,0.39,0.61,0.06,0.56,0.56,0.5,1.28,0.83,0.39,0.06,0.5,0,0.67,0.28,0.11,0.01,0.28,0.17,0.06,0,0
583,Conor Townsend,Ipswich,55.83,63,0,72.95,72.95,0,0,4dc4f138,6,3,335,0.22,0.89,1.44,19.11,5.89,0.22,0.22,8.89,14.11,0,0,1.22,0.89,0.89,0.67,0.22,0.44,1.78,0.89,1.22,0.33,0,0.56,0.11,0.11,0,0,0.02,0.44,0.22,0,0,0
611,Sam Szmodics,Ipswich,49.6,74.19,33.33,26.39,63.64,56.9,0,39944392,20,13,992,0.44,0.53,1.31,8.83,4.97,0.67,0.47,4.14,5.58,0.33,0.11,0.44,0.28,0.28,0.06,0.22,0.17,0.39,1.17,0.72,0.53,0,0.28,0,0.58,0.33,0.09,0.01,0.14,0.22,0.22,0,0
619,Jens Cajuste,Ipswich,65.3,82.62,52.71,43.33,50.47,6.9,0,928a4a61,30,25,1959,0.63,1.44,0.49,24.8,11.73,0.56,0.41,15.78,19.1,1.29,0.68,1.07,0.54,0.61,0.24,0.37,0.68,0.8,2.61,1.2,0.68,0.05,0.88,0.05,0.29,0.02,0.02,0.02,0.32,0.56,0,0,0
630,Dara O'Shea,Ipswich,89.2,78.16,50,64.95,63.57,9.52,0,1d042188,35,35,3122,0.09,2.29,0.23,57.77,25.63,0.34,0.11,35.26,45.11,0.06,0.03,1.4,0.89,1.77,1.43,0.34,0.94,6.43,3.14,0.97,0.34,0.11,0.69,0.11,0.63,0.06,0.04,0.02,0.09,0.06,0.09,0,0
631,Jack Clarke,Ipswich,36.91,76.79,50,50,63.41,13.64,0,e16932d8,32,12,1181,0.5,0.56,0.73,7.09,3.99,0.32,0.28,3.87,5.04,0.64,0.32,0.41,0.26,0.12,0,0.12,0.09,0.37,0.96,0.44,0.22,0.03,0.64,0.06,0.22,0.03,0.02,0.02,0.36,0.27,0.04,0,0
632,Chiedozie Ogbene,Ipswich,47.6,74.48,14.1,50,42.31,0,0,788c0277,5,3,238,0.78,0,1.67,7.78,4.56,0.44,0.22,3.56,4.78,0.78,0.11,0.78,0.33,0.11,0,0.11,0.11,0.33,0.67,0.44,0.22,0,0.33,0,0,0,0,0,0.22,0.22,0.11,0,0
715,Ben Godfrey,Ipswich,53,82.46,0,100,0,0,0,9f7c837d,3,2,159,0.4,0.8,0.2,13.6,6.6,0.4,0.2,9.4,11.4,0,0,0.2,0,0.2,0.2,0,0.4,0.6,0.4,0.2,0,0,0.2,0,0,0,0,0,0,0.4,0,0,0
764,Alex Palmer,Ipswich,90,70.68,0,0,0,0,60.62,6ea97fd5,13,13,1170,0,0.08,0,36.15,16.15,0.15,0,23,32.54,0,0,0,0,0,0,0,0,0.92,1.31,0,0,0,0.23,0,0,0,0,0,0.08,0,0,5.46,3.31
117,Facundo Buonanotte,Leicester,49.13,76.4,33.78,31.67,60,32.81,0,468a7a91,31,14,1523,0.7,0.96,1.32,15.61,8.55,1.04,0.7,7.8,10.21,1.48,0.5,0.95,0.57,0.61,0.11,0.5,0.21,0.25,1.41,1.2,0.82,0,0.91,0.09,0.64,0.21,0.07,0.04,0.43,0.46,0.05,0,0
192,Jordan Ayew,Leicester,54.6,74.23,40.46,29.79,56.36,25.4,0,da052c14,30,19,1638,1,0.94,1.76,16.29,9.78,1.29,0.82,8.18,11.02,1.31,0.53,0.55,0.31,0.43,0.04,0.39,0.24,0.39,1.9,0.47,0.33,0,0.84,0.04,0.63,0.16,0.07,0.03,0.33,0.76,0.14,0,0
198,Odsonne Edouard,Leicester,7.25,75,50,0,100,0,0,0562b7f1,4,0,29,0,0.02,0.04,0.41,0.22,0.14,0.04,0.12,0.16,0.04,0.02,0.02,0.02,0,0,0,0,0.02,0.02,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0
285,Boubakary Soumaré,Leicester,70.03,86.95,60,63.53,53.68,0,0,ae59b359,31,25,2171,0.87,2.69,0.59,36.95,21.72,0.62,0.56,27.51,31.64,1.15,0.69,0.95,0.51,0.56,0.26,0.31,0.69,0.87,3.59,0.85,0.31,0.1,0.9,0.08,0.18,0,0.01,0.03,0.28,0.49,0,0,0
287,Hamza Choudhury,Leicester,69.06,80.46,66.67,62.5,67.65,20,0,7d2d3329,16,13,1105,0.15,2.15,0.5,37.7,19.3,0.45,0.15,24.5,30.45,0.3,0.2,1.7,1.15,0.75,0.3,0.45,1.4,1.75,2.7,1.2,0.45,0.05,0.4,0,0.25,0.05,0.01,0,0.05,0.35,0,0,0
288,Conor Coady,Leicester,77.91,91.14,50,50,69.23,100,0,2928dca2,22,19,1714,0.12,1.28,0,48.4,31.56,0.16,0.12,39.08,42.88,0.08,0.04,0.52,0.36,1.28,0.96,0.32,0.52,2.84,2.48,0.24,0.12,0.08,0.24,0,0.08,0.08,0.02,0.02,0.04,0.12,0.04,0,0
289,Patson Daka,Leicester,32,72.17,13.04,39.29,53.33,26.09,0,ca45605e,23,6,736,0.17,0.12,0.56,3.94,2.2,0.31,0.19,1.66,2.3,0.23,0.03,0.3,0.16,0.11,0.02,0.09,0.02,0.19,0.28,0.28,0.17,0,0.16,0.02,0.23,0.06,0.02,0,0.02,0.11,0.05,0,0
290,Bobby De Cordova-Reid,Leicester,32.35,70.34,0,27.27,42.86,45.45,0,0f7533cd,23,9,744,0.22,0.24,0.76,4.32,2.76,0.17,0.16,2.3,3.27,0.16,0,0.14,0.06,0.1,0.02,0.08,0,0.16,0.46,0.22,0.16,0,0.21,0.05,0.11,0.05,0.01,0,0.1,0.08,0.06,0,0
291,Wout Faes,Leicester,82.79,87.98,82.35,51.88,61.54,9.09,0,9c221d14,34,30,2815,0.33,2.39,0.03,52.94,30.75,0.47,0.17,38.22,43.44,0.17,0.14,1.17,0.72,1.33,0.97,0.36,0.72,5.14,2.5,1.33,0.64,0.11,0.47,0,0.33,0.03,0.04,0.01,0.11,0.36,0.03,0,0
293,Mads Hermansen,Leicester,88.33,60.95,100,100,100,0,63.94,c924b17d,27,27,2385,0,0.04,0,42.48,27.19,0.04,0,24.22,39.74,0.04,0.04,0.04,0.04,0.04,0,0.04,0,0.48,0.63,0.04,0,0.15,0.11,0,0,0,0,0,0,0,0,5.74,3.67
295,James Justin,Leicester,80.89,78.19,29.33,58.7,63.45,24.19,0,fb614c44,36,34,2912,0.98,2.28,2.4,48.7,21.65,0.78,0.38,30.12,38.52,0.75,0.22,1.45,0.92,1.2,0.42,0.78,1.15,3.52,2.2,1.38,0.57,0.08,0.82,0.05,0.62,0.15,0.04,0.02,0.35,0.68,0.05,0,0
296,Victor Kristiansen,Leicester,82.73,77.45,44.64,53.87,58.46,0,0,505486d6,30,29,2482,1.25,2.19,2.44,50.44,25.5,0.47,0.41,31.97,41.28,0.56,0.25,2.72,1.59,1.19,0.47,0.72,1.31,2.34,3.09,2.84,1.31,0.09,1.31,0.09,0.09,0,0.01,0.05,0.56,0.81,0.09,0,0
298,Stephy Mavididi,Leicester,53.83,75.04,36.84,33.33,55.88,26.92,0,30144daa,30,16,1615,1.82,1.14,2.76,17.26,11.66,0.78,0.7,9.2,12.26,1.9,0.7,0.68,0.38,0.52,0.04,0.48,0.22,0.3,1.66,0.84,0.56,0,1,0.14,0.52,0.14,0.04,0.07,0.44,0.8,0.06,0,0
299,Kasey McAteer,Leicester,47.33,72.6,24.32,48.24,69.12,55.26,0,b2c66859,18,9,852,0.56,0.41,2.09,11.15,6.59,0.59,0.47,5.38,7.41,0.74,0.18,0.68,0.47,0.53,0.06,0.47,0.15,0.44,1.32,0.85,0.44,0,0.59,0.06,0.38,0.21,0.03,0.02,0.26,0.32,0.09,0,0
300,Wilfred Ndidi,Leicester,83,80.3,39.09,49.26,60.07,36.99,0,6b47c5db,28,28,2324,0.6,2.33,2.5,46.67,22.33,1.23,1.1,27.97,34.83,1.1,0.43,2.83,1.7,1.57,0.63,0.93,1.03,2.67,4.23,2.03,1.03,0,1.03,0.13,0.73,0.27,0.07,0.05,0.57,0.77,0.1,0,0
301,Caleb Okoli,Leicester,59.21,86.26,0,60.94,56.18,50,0,8ec109e6,19,12,1125,0.11,1.14,0.07,28.79,16.71,0.36,0.07,19.96,23.14,0,0,0.89,0.5,0.86,0.5,0.36,0.54,2.82,1.57,0.64,0.25,0.11,0.14,0,0.14,0.07,0.02,0.01,0,0.21,0,0,0
302,Ricardo Barbosa Pereira,Leicester,38.8,83.49,66.67,50.82,61.4,44.44,0,75a72a99,10,4,388,0.13,0.78,0.22,12.87,6.57,0.13,0.04,9,10.78,0.39,0.26,0.57,0.35,0.35,0.13,0.22,0.17,0.48,0.83,0.61,0.3,0,0.13,0,0.09,0.04,0,0,0,0.13,0,0,0
304,Jakub Stolarczyk,Leicester,90,0,0,0,0,0,0,a4a76b3d,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Luke Thomas,Leicester,79.29,78.39,50,51.28,80.68,0,0,fc027d02,14,13,1110,0.33,2.47,1.07,51.67,24.73,0.8,0.27,32.87,41.93,0.4,0.2,2.07,1.67,1,0.4,0.6,1.4,3.27,2.8,2.73,1.33,0.07,1.07,0.07,0.33,0,0.03,0.03,0.6,0.53,0,0,0
306,Jamie Vardy,Leicester,80.66,66.4,47.46,30.3,67.35,40.97,0,45963054,35,35,2823,0.74,0.56,3.08,15.03,7.31,0.87,0.36,6.62,9.97,0.59,0.28,0.49,0.33,0.21,0.1,0.1,0.13,0.62,1,0.33,0.23,0,1.21,0.26,1.44,0.59,0.29,0.07,0.49,0.33,0.69,0,0
307,Jannik Vestergaard,Leicester,77.28,90.72,100,60,45.45,66.67,0,1900032e,18,16,1391,0.15,1.6,0.1,54.6,33.6,0.1,0,43.5,47.95,0.2,0.2,1.1,0.5,1.05,0.7,0.35,0.8,3.7,2.3,0.75,0.3,0.05,0.35,0,0.15,0.1,0,0,0.15,0.15,0,0,0
308,Danny Ward,Leicester,67.5,77.36,0,0,0,0,40,d3ce0e89,2,1,135,0,0,0,27.5,22,0,0,20.5,26.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,5,2
309,Harry Winks,Leicester,69.91,87.08,25.58,42.99,45.35,38.89,0,2f7acede,22,17,1538,0.68,3.61,0.39,41.36,24.86,0.46,0.29,32.5,37.32,0.43,0.11,0.86,0.39,0.68,0.25,0.43,0.32,0.71,3.79,1.07,0.61,0,1.39,0.11,0.36,0.14,0.01,0.05,0.61,0.46,0,0,0
501,Oliver Skipp,Leicester,47.04,83.42,59.26,60.61,19.15,18.18,0,6250083a,24,10,1129,0.36,0.78,0.42,13.6,7.71,0.27,0.16,9.31,11.16,0.27,0.16,0.47,0.09,0.51,0.16,0.36,0.24,0.24,1.02,0.33,0.13,0.04,0.33,0,0.11,0.02,0.01,0.01,0.2,0.16,0,0,0
570,Abdul Fatawu,Leicester,52.64,62.43,42.04,58.49,70.94,38.89,0,bceda5ff,11,6,579,2.33,0.94,3.33,18.11,12.06,1,0.67,6.83,10.94,3.83,1.61,1.17,0.83,0.39,0,0.39,0.22,0.67,2.11,1.06,0.44,0,0.94,0.17,0.72,0.28,0.02,0.08,0.33,1.33,0.11,0,0
635,Bilal El Khannouss,Leicester,68.19,75.07,56.64,52.63,59.66,23.94,0,f7042636,32,27,2182,1.74,3.05,2.12,30.19,17.43,0.9,0.9,19,25.31,1.43,0.81,1.19,0.71,0.52,0.1,0.43,0.14,0.24,2.19,0.76,0.36,0.07,1.86,0.17,0.71,0.17,0.03,0.07,1,1.07,0.02,0,0
726,Woyo Coulibaly,Leicester,27.25,84.25,0,100,67.39,53.33,0,beb6e3a6,4,1,109,0.31,0.23,0.15,5.85,3.69,0.31,0,3.69,4.38,0.08,0,0.46,0.31,0.23,0.08,0.15,0.38,0.08,1.08,0.15,0,0,0,0,0.15,0.08,0,0,0,0.15,0,0,0
310,Alisson Ramses Becker,Liverpool,89.57,82.8,100,0,0,0,73.11,7a2e46a8,28,28,2508,0,0.04,0,36.11,23.46,0.04,0,28.36,34.25,0.04,0.04,0.04,0,0,0,0,0,0.46,1.68,0.04,0.04,0.04,0.25,0.04,0,0,0,0.01,0.04,0,0,3.57,2.61
311,Trent Alexander-Arnold,Liverpool,71.67,73.48,45.56,46.48,69.32,18.18,0,cd1acf9d,33,28,2365,1.24,5.66,2.29,54.95,28.88,0.46,0.37,35.32,48.07,0.9,0.41,1.76,1.22,0.63,0.22,0.41,0.76,1.34,3.22,2.56,1.37,0.1,2.39,0.24,1.1,0.2,0.05,0.18,1.27,0.88,0.02,0,0
313,Conor Bradley,Liverpool,39.68,83.79,39.66,49.02,69.7,30.43,0,bbd67769,19,7,754,0.81,0.77,0.91,15.42,8.58,0.3,0.12,10.6,12.65,0.58,0.23,0.33,0.23,0.21,0.05,0.16,0.09,0.72,1.19,0.51,0.26,0,0.44,0.09,0.23,0.07,0.02,0.03,0.16,0.51,0.02,0,0
316,Darwin Núñez Ribeiro,Liverpool,37.77,70.99,34.38,40,83.33,37.5,0,4d77b365,30,8,1133,0.32,0.38,1.1,5.15,2.83,0.34,0.3,2.3,3.24,0.32,0.11,0.3,0.25,0.08,0,0.08,0.06,0.17,0.58,0.25,0.15,0,0.44,0.06,0.48,0.18,0.08,0.01,0.15,0.27,0.17,0,0
317,Diogo Teixeira da Silva,Liverpool,46,69.68,33.33,36.84,57.14,25.49,0,178ae8f8,26,14,1196,0.74,0.68,1.76,9.7,5.26,0.8,0.44,4.32,6.2,0.66,0.22,0.28,0.16,0.18,0,0.18,0.16,0.12,0.82,0.38,0.24,0,0.74,0.18,1.02,0.26,0.16,0.02,0.22,0.46,0.02,0,0
319,Harvey Elliott,Liverpool,20.61,82.35,41.67,20,66.67,22.73,0,b9e1436c,18,2,371,0.13,0.56,0.38,4.35,2.41,0.06,0.05,3.08,3.74,0.12,0.05,0.06,0.04,0.09,0.03,0.06,0.01,0.04,0.19,0.1,0.08,0.01,0.27,0.04,0.22,0.05,0.02,0.01,0.13,0.14,0.01,0,0
320,Endo Wataru,Liverpool,13.65,93.92,100,62.5,66.67,0,0,c149016b,20,1,273,0.01,0.15,0.06,1.81,0.84,0.05,0.02,1.39,1.48,0.02,0.02,0.09,0.06,0.06,0.01,0.05,0.05,0.07,0.11,0.08,0.03,0,0.05,0,0,0,0,0,0.02,0.02,0,0,0
321,Cody Gakpo,Liverpool,55.29,75.71,50.46,53.33,58,38.24,0,1971591f,35,23,1935,1.05,0.93,4.96,15.86,10.8,0.8,0.43,8.57,11.32,1.09,0.55,0.5,0.29,0.41,0.05,0.36,0.21,0.34,1.38,0.45,0.21,0.02,1.43,0.14,1.02,0.39,0.13,0.07,0.68,0.61,0.09,0,0
